tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
The Lebanese Muslim Association has issued a statement condemning #sydneysiege and calling for calm. http://t.co/z2hCIBPaha,0.333,0.333,0.333,0.2982555555555556,0.7184,-0.3612,0.2023,0.07677743135802467,0.195,0.734,0.071,9,non-rumours
"I condemn people who hijack my religion. It will make Australian Muslim's lives harder. You hate terrorists, I hate them more #sydneysiege",0.385,0.135,0.481,0.4150423076923077,0.9175,-0.9337,0.38815,0.09201045667159766,0.155,0.714,0.131,52,non-rumours
About 50 Australian Muslim groups issue statement condemning #SydneySiege http://t.co/ilkAQzvNJ2,0.458,0.250,0.292,0.40115416666666665,0.8591,-0.6908,0.47635,0.07698643914930556,0.148,0.765,0.087,24,non-rumours
"#sydneysiege gunman was reportedly ""extremely agitated"", shouting as some hostages escaped. http://t.co/R2a17pDaN8 http://t.co/7G01BcQUPL",0.256,0.308,0.436,0.3464,0.6369,-0.9052,0.3818,0.07804363948717948,0.084,0.778,0.138,39,non-rumours
.@MarkWBurrows says the #sydneysiege gunman is reportedly well-known to both police and the media. http://t.co/gifoGN0mGm,0.208,0.375,0.417,0.38114583333333335,0.7134,-0.8999,0.42510000000000003,0.10344650664930556,0.061,0.817,0.122,24,non-rumours
#IllRideWithYou: where people offer to accompany people who fear for their safety on their train/bus trip home gives me hope. #SydneySiege,0.333,0.333,0.333,0.4864333333333333,0.7351,-0.7242,0.7242,0.11832849555555554,0.163,0.677,0.160,3,non-rumours
"A crazy world we live in. A hostage crisis metres away &amp; peoples' 1st thought is ""let's take a selfie"" #sydneysiege http://t.co/leViTv30En",0.188,0.188,0.625,0.39665000000000006,0.8126,-0.7447,0.46109999999999995,0.062513345,0.046,0.691,0.263,16,non-rumours
#Sydneysiege authorities request media to show restraint. not give out details of even gunman's demands or operations (worth emulating),0.259,0.407,0.333,0.32150740740740746,0.5994,-0.8934,0.128,0.1081347325377229,0.085,0.788,0.127,27,non-rumours
I'm so happy to see Sydney-siders saying #illridewithyou to Muslim people who fear abuse on public transport following #sydneysiege,0.250,0.000,0.750,0.46295833333333336,0.6448,-0.9061,0.3715,0.06160382076388888,0.092,0.714,0.194,12,non-rumours
Prayers go out to the hostages in Sydney❤️,0.400,0.100,0.500,0.44365000000000004,0.6369,-0.7496,0.49425,0.0592999465,0.221,0.591,0.187,10,non-rumours
Australians offering support to Muslims on public transport who fear racist abuse using the #illridewithyou hashtag. #sydneysiege,0.600,0.200,0.200,0.38117999999999996,0.765,-0.3619,0.32894999999999996,0.07898383560000001,0.219,0.741,0.040,10,non-rumours
Every non-muslim in the world must watch this video https://t.co/sZdyhISoVh &amp; show it every other non-muslim! #sydneysiege,0.000,0.286,0.714,0.24148571428571428,0.0,-0.7525,0.0772,0.09200062979591836,0.075,0.781,0.144,7,non-rumours
"Flags by terrorists in Sydney cafe read ""there is no God but Allah, Mohammed is the messenger of Allah"",but dare u bring religion into this!",0.312,0.375,0.312,0.2204625,0.4404,-0.7783,0.18910000000000002,0.055167843593749995,0.069,0.802,0.130,16,non-rumours
"If #SydneySiege is the worst of humanity, then #illridewithyou is the best of it. Now THAT is how you respond to hatred.",0.421,0.211,0.368,0.40568421052631587,0.7351,-0.8074,0.4404,0.08412744238227148,0.128,0.721,0.151,19,non-rumours
and then came #illridewithyou - people offering to accompany those who fear for their safety on public transport #hope #sydneysiege,0.600,0.200,0.200,0.55926,0.7783,-0.8316,0.6597,0.08921353839999999,0.200,0.695,0.105,5,non-rumours
Americans saying this would have never happened if citizens had guns: you morons. Guess how many school shootings we have? #SYDNEYSIEGE,0.226,0.581,0.194,0.1487806451612903,0.765,-0.5709,0.0,0.045761875109261205,0.079,0.870,0.051,31,non-rumours
The Australian Muslim community releases a statement with regard to #Sydneysiege http://t.co/TBSBYzD1xd http://t.co/HgHhpuvsWk,1.000,0.000,0.000,0.49885,0.5859,0.4118,0.49885,0.007577702499999998,0.359,0.641,0.000,2,non-rumours
Australians unites against #racism with #illridewithyou following #sydneysiege http://t.co/XTEWFBu7k3 http://t.co/uafLUq7MvF,0.200,0.275,0.525,0.38843500000000003,0.8807,-0.9109,0.4019,0.09822673177499996,0.057,0.744,0.199,40,non-rumours
I love reading the #illridewithyou tweets from Australians in response to anti-Muslim hatred in the midst of #sydneysiege. Lovely humanity.,0.500,0.250,0.250,0.458,0.6597,-0.6956,0.5682,0.07681258499999999,0.188,0.674,0.138,4,non-rumours
Thoughts and prayers this morning with those affected by what is happening in #Sydney,0.370,0.326,0.304,0.3244369565217391,0.8126,-0.9024,0.3286,0.0820155140689981,0.122,0.744,0.135,46,non-rumours
.@amcoren's report on what we know right now about the #sydneysiege: http://t.co/lkXAAgN5Rg,0.250,0.250,0.500,0.36756249999999996,0.743,-0.6408,0.4019,0.07647341734375,0.078,0.786,0.136,8,non-rumours
Australians respond to racism by telling #Muslim community #illridewithyou. #sydneysiege #MartinPlace,0.100,0.100,0.800,0.43899,0.8481,-0.7783,0.56775,0.0910267049,0.106,0.703,0.192,10,non-rumours
The #illridewithyou hashtag is taking off in support of Muslims riding on Sydney transport and it's beautiful:  http://t.co/dD5NOQ87r6,0.667,0.333,0.000,0.4559666666666667,0.743,0.0,0.6249,0.10627740222222222,0.394,0.606,0.000,3,non-rumours
RT @newscomauHQ: Every Australian should be very proud of their police force today. #sydneysiege http://t.co/v7O6yunJNS,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
"hats off to you guys, you're awesome, faith in humanity restored  #sydneysiege #illridewithyou http://t.co/iazCcTca6H",0.500,0.231,0.269,0.46529615384615375,0.9477,-0.9118,0.50015,0.10995502806213014,0.266,0.641,0.093,26,non-rumours
WATCH: @nswpolice conference about #sydneysiege http://t.co/pE4IorleXC http://t.co/yj4HxeM3wW,0.467,0.267,0.267,0.30813,0.8402,-0.6908,0.2915,0.07213419743333331,0.103,0.819,0.078,30,non-rumours
#IllRideWithYou: Sydney Stands Up To Racism With One Beautiful Hashtag - http://t.co/YyycFFCKbf,0.440,0.080,0.480,0.4406920000000001,0.7125,-0.9337,0.5319,0.07536367433600001,0.236,0.627,0.137,25,non-rumours
Shocked by events in Sydney.  Thoughts are with those affected.  We are in close touch with Australian colleagues.,0.235,0.294,0.471,0.36232941176470584,0.6808,-0.8771,0.3182,0.10401421501730104,0.091,0.743,0.166,17,non-rumours
This is so depressing. Americans respond to #sydneysiege: http://t.co/HIaHn10Dl5,0.292,0.292,0.417,0.36489583333333336,0.6369,-0.8807,0.30469999999999997,0.10035968123263887,0.093,0.730,0.177,24,non-rumours
To the people taking 'selfies' and getting drunk whilst watching the #SydneySiege - as if it's a spectator sport - you dickheads,0.400,0.300,0.300,0.29347,0.6369,-0.8047,0.3182,0.056646753100000016,0.170,0.682,0.148,20,non-rumours
Here's what we do and don't know about the #SydneySiege http://t.co/H3l0WkhtwQ http://t.co/vlIDzwiUv2,0.579,0.211,0.211,0.3292473684210526,0.7003,-0.7906,0.4215,0.06804592775623268,0.209,0.732,0.059,19,non-rumours
"Over 6,500 #illridewithyou tweets already - currently 198 Tweets per minute - god love you Sydney",0.500,0.500,0.000,0.31245,0.6249,0.0,0.31245,0.0976250025,0.402,0.598,0.000,2,non-rumours
"I could not be prouder of all of you. I love this country.
#Australia #AustraliaStrong #illridewithyou #Sydney http://t.co/I8s7IGrGNq",1.000,0.000,0.000,0.4588,0.4588,0.4588,0.4588,0.0,0.143,0.857,0.000,1,non-rumours
"#SydneySiege is likely being carried out by a 'lone wolf' with minimal links to organized terror groups, expert says http://t.co/ynPfmQfGMj",0.053,0.158,0.789,0.4359263157894737,0.2732,-0.886,0.4588,0.07911085457063712,0.029,0.753,0.217,19,non-rumours
"Much love to everyone tweeting #illridewithyou.

Solidarity. 

#TeamHumanity 

Australia at its best. #sydneysiege http://t.co/JeSipaebUX",0.625,0.000,0.375,0.5670999999999999,0.9217,-0.7783,0.5194000000000001,0.03909913499999999,0.278,0.613,0.110,8,non-rumours
"An Imam, a Rabbi and a priest have just held a joint prayer session for the hostages at Lakemba Mosque #sydneysiege http://t.co/XROqdTCPHt",0.357,0.357,0.286,0.3534428571428571,0.8225,-0.6142,0.4582,0.07794604673469387,0.204,0.706,0.090,14,non-rumours
Sydney siege highlights rise of Islamist extremism in Australia http://t.co/tIEHLkCjsq http://t.co/6v8hMBot8a,0.214,0.357,0.429,0.35597857142857137,0.681,-0.8658,0.4215,0.0941690988265306,0.084,0.747,0.170,28,non-rumours
"If you're outraged at the Telegraph's irresponsible reporting of  #sydneysiege, complain to the press council here.  http://t.co/Ayq5X4Q1qz",0.316,0.368,0.316,0.3856842105263158,0.7997,-0.9442,0.4404,0.11555827817174517,0.114,0.747,0.139,19,non-rumours
"We condemn the actions of the criminals at #martinsplace #sydneysiege 

Islam is free from terrorism. Visit: http://t.co/fsBE3gEuYH",0.167,0.500,0.333,0.19666666666666666,0.5719,-0.3818,0.11315,0.04866431222222221,0.086,0.841,0.073,6,non-rumours
What is happing in #sydneysiege has nothing to do with #islam. These terrorist groups do NOT represent Islam at all. http://t.co/NtTNrXO368,0.262,0.286,0.452,0.40099523809523807,0.9343,-0.8923,0.34,0.10445348902494331,0.076,0.747,0.177,42,non-rumours
The Muslamic Council have called an emergency meeting to ensure that Muslims &amp; Islam are seen as the victims of the siege in Sydney,0.311,0.267,0.422,0.3731177777777778,0.8842,-0.8107,0.4404,0.07505816990617283,0.116,0.767,0.117,45,non-rumours
I love #illridewithyou. That says #Sydney.,0.544,0.263,0.193,0.368359649122807,0.9463,-0.8651,0.3818,0.08057393749461371,0.238,0.709,0.053,57,non-rumours
Aussies tweet #Illridewithyou to Muslims who might be scared to travel alone #sydneysiege http://t.co/iwtT6J72Sj http://t.co/vaNOO5rnDD,0.625,0.125,0.250,0.49138750000000003,0.8834,-0.7184,0.54105,0.10434335359375001,0.463,0.422,0.115,8,non-rumours
Sydney residents pledge on twitter  #illridewithyou on public transport to keep Muslims safe against possible reprisals over #sydneysiege,0.500,0.000,0.500,0.58685,0.8555,-0.3182,0.58685,0.07217282250000001,0.314,0.504,0.182,2,non-rumours
Thinking of everyone involved in Sydney. Hope everyone gets out safely. Send love,1.000,0.000,0.000,0.823863157894737,0.9777,0.4976,0.9509,0.038947357063711906,0.402,0.552,0.047,19,non-rumours
Australians showing us how it's done. #Illridewithyou = solidarity and no to racism towards muslim community during Sydney seige,0.333,0.067,0.600,0.50292,0.8795,-0.9042,0.5096,0.0824620776,0.171,0.680,0.149,15,non-rumours
"A gutless prick with a gun is trying to provoke the worst in us. Instead, he's inspired the best in us. I love you, Sydney. #illridewithyou",0.667,0.267,0.067,0.39630000000000004,0.8605,-0.296,0.296,0.09998746266666665,0.336,0.626,0.038,15,non-rumours
"People taking selfies in front of the #SydneySiege - you need to take a long hard look at yourselves, and not through your phone.",0.200,0.200,0.600,0.3383466666666667,0.5574,-0.8271,0.3182,0.06138758115555554,0.132,0.666,0.201,15,non-rumours
"My prayers go out to everyone who's involved in the disaster in Sydney, hope everyone will get out safe!",0.571,0.214,0.214,0.4873214285714286,0.8555,-0.5574,0.57115,0.09635169596938777,0.286,0.636,0.078,14,non-rumours
If you're wondering whether to go to work tomorrow here is a mp of the #sydneysiege exclusion zone: http://t.co/94fDIKA5dO,0.167,0.333,0.500,0.22441666666666668,0.5574,-0.34,0.22455,0.03919555472222223,0.032,0.916,0.052,6,non-rumours
People are actually taking selfies on the site of the #sydneysiege http://t.co/IGzN45UkSO http://t.co/3rzcvU7Kg2,0.174,0.478,0.348,0.23580000000000004,0.8316,-0.5106,0.128,0.06783076782608698,0.106,0.737,0.157,23,non-rumours
To any American tweeting about how #sydneysiege could have been averted if we carried guns. No -- imagine how much worse it could have been.,0.400,0.200,0.400,0.36737200000000003,0.7096,-0.946,0.3612,0.06859051641600002,0.142,0.737,0.121,25,non-rumours
Those poor people have been in there for 11 hours. Sending all our strength and love. #sydneysiege #MartinPlaceSiege,0.636,0.136,0.227,0.45122272727272744,0.8771,-0.7841,0.43865,0.07074045357438016,0.199,0.716,0.084,22,non-rumours
"#illridewithyou . Sydney, you're amazing",0.500,0.400,0.100,0.36442,0.8201,-0.5423,0.4393,0.10236513359999999,0.155,0.758,0.087,10,non-rumours
"#SydneySiege
- Entering 11th hour
- At least 15 hostages
- 5 hostages escaped
- Motivation &amp; demands unknown
- 1 gunman - rotating hostages",0.667,0.000,0.333,0.43893333333333334,0.6808,-0.296,0.34,0.029572408888888884,0.168,0.732,0.100,3,non-rumours
Join us in Prayer #sydneysiege #PrayForSydney http://t.co/Or5uclGJpt,0.000,0.500,0.500,0.10115,0.0,-0.2023,0.10115,0.0102313225,0.099,0.787,0.115,2,non-rumours
"The fact that Harry tweeted about Sydney, just proves how much he cares. 

Love that boy ♥

#sydneysiege",0.455,0.182,0.364,0.4569109090909091,0.9231,-0.8916,0.5106,0.0793731922446281,0.162,0.699,0.139,55,non-rumours
Australian police and media denying the Sydney gunman precisely what he wants: free publicity. Very controlled coverage. Spot on. Well done.,0.440,0.360,0.200,0.337648,0.8225,-0.5106,0.3612,0.082525920096,0.161,0.778,0.061,25,non-rumours
i love this. #sydneysiege #PrayForSydney #australia http://t.co/t3IhXgPdKr,0.333,0.333,0.333,0.21459999999999999,0.1171,-0.5267,0.1171,0.05098860666666665,0.121,0.728,0.151,3,non-rumours
"to all of those who aren't Australian, please be thinking of the hostages in Sydney tonight, just to spare a simple thought, it's terrifying",0.000,0.500,0.500,0.2101625,0.0,-0.5423,0.1591,0.04758132984374999,0.018,0.813,0.169,8,non-rumours
#BREAKING More than 40 Australian Muslim groups condemn Sydney cafe siege,0.308,0.231,0.462,0.38106153846153845,0.6249,-0.9246,0.3818,0.09203013159763314,0.097,0.770,0.133,13,non-rumours
friendly reminder. #sydneysiege http://t.co/auO7vbaPgu,0.462,0.231,0.308,0.32689999999999997,0.5106,-0.5859,0.4404,0.05603219384615386,0.171,0.739,0.090,13,non-rumours
It is worth remembering that most boat people are fleeing the same extremists we are fighting in the Middle East #sydneysiege,0.357,0.214,0.429,0.36115714285714284,0.6808,-0.8885,0.3902,0.07061029387755101,0.161,0.690,0.149,14,non-rumours
"Absolutely shocking what Zayn Malik is doing in Sydney, disgusting individual.",0.238,0.349,0.413,0.3330460317460317,0.868,-0.8225,0.3182,0.08487417169060212,0.111,0.683,0.207,63,non-rumours
"News Corp seems to be having an internal conflict over whether we ""changed forever"" today or not. #SydneySiege http://t.co/X8QIjGxwAC",0.500,0.333,0.167,0.3246583333333333,0.7506,-0.6249,0.3715,0.0685401357638889,0.160,0.752,0.088,12,non-rumours
"As the #sydneysiege continues, three faiths come together to pray for peace at Lakemba mosque. Photo: @Mo_Taha1 http://t.co/aQzMFlZOTl",0.279,0.140,0.581,0.5155883720930233,0.9337,-0.9153,0.6249,0.09209437730665222,0.128,0.691,0.180,43,non-rumours
"Mosques, synagogues, churches hold unity prayers #sydneysiege http://t.co/AQHlrOe3UW http://t.co/doMdGfLWeg",0.320,0.440,0.240,0.25626000000000004,0.7346,-0.8126,0.1531,0.07299498239999999,0.110,0.804,0.086,25,non-rumours
A female hostage stands by the front entrance of the cafe as she turns the lights off in Sydney. #sydneysiege http://t.co/qNfCMv9yZt,0.200,0.600,0.200,0.26630000000000004,0.91,-0.4215,0.0,0.13023675999999998,0.144,0.816,0.040,5,non-rumours
"Muslim community reacts with 'horror, aversion' to #SydneySiege, @Mo_Taha1 reports http://t.co/jatWWRoEHO http://t.co/eNQ8BC7tgl",0.421,0.158,0.421,0.3937105263157895,0.836,-0.7081,0.4404,0.07355432199445984,0.135,0.717,0.148,19,non-rumours
"Unless you work in an exclusion zone, please go about tomorrow as you normally would. Exclusion zones can be found at http://t.co/cpPgIfCzXC",0.227,0.250,0.523,0.357465909090909,0.875,-0.8399,0.3286,0.09082357542871901,0.059,0.824,0.117,44,non-rumours
If you're from Sydney please stay safe! all the love. xx #PrayForSydneyHostages #illridewithyou,0.125,0.750,0.125,0.1047875,0.296,-0.5423,0.0,0.03673274109375,0.066,0.855,0.080,8,non-rumours
don't go around saying all muslims are terrorists and blaming us for what had happened in sydney bcs real muslims don't kill,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,2,non-rumours
people are being held hostage and the fact that there are people who'd rather celebrate how 5sos aren't in sydney honestly disgusts me,0.429,0.286,0.286,0.31665714285714286,0.6486,-0.5106,0.3612,0.056402862448979595,0.194,0.723,0.082,7,non-rumours
"""thank god 5sos aren't in sydney""

YEAH WELL PEOPLE'S FAMILIES ARE IN THAT CAFE YOU DICK",0.500,0.300,0.200,0.398175,0.8126,-0.7964,0.47209999999999996,0.091345399875,0.133,0.763,0.105,20,non-rumours
a thousand words in one picture. the police have been absolutely amazing today #sydneysiege http://t.co/w9Gt6rlYes,0.111,0.667,0.222,0.17901111111111112,0.6369,-0.4767,0.0,0.06183053654320988,0.035,0.845,0.119,9,non-rumours
"A Muslim,a Jew &amp; a Christian walk into a bar.Except it's an interfaith solidarity stand against bigotry in Sydney. ❤️ http://t.co/rp5jRN5uPp",0.250,0.306,0.444,0.32135833333333336,0.7783,-0.8316,0.3397,0.06547524576388887,0.138,0.731,0.131,36,non-rumours
"Gunman takes hostages in Sydney cafe, displays flag w/ Arabic script: http://t.co/BRxUW9w2Lb #5Things #sydneysiege http://t.co/JOQo1k5ila",0.444,0.111,0.444,0.39111111111111113,0.6705,-0.6408,0.34,0.05111960098765432,0.207,0.599,0.194,9,non-rumours
Sydney trains Train driver here. Never be afraid to let me know if you're having problems. #illridewithyou,0.625,0.125,0.250,0.41590000000000005,0.7003,-0.25,0.51315,0.05901258000000001,0.471,0.479,0.050,8,non-rumours
Praying for all still being held hostage xxx #sydneysiege http://t.co/7nF342x3wx,0.750,0.000,0.250,0.49957500000000005,0.701,-0.2732,0.51205,0.03783283187499999,0.322,0.448,0.230,4,non-rumours
#illridewithyou is the best thing to come out of all the shit that happened in Sydney today. Proud to see Aussies looking after eachother.,0.500,0.500,0.000,0.3787,0.7574,0.0,0.3787,0.14341368999999998,0.133,0.867,0.000,2,non-rumours
Exclusion zone to remain in place tomorrow - workers based in this area asked to remain home #TenNews #sydneysiege http://t.co/Sls2dsNYkb,0.429,0.429,0.143,0.3675,0.9246,-0.6808,0.4404,0.12062072857142855,0.111,0.852,0.037,7,non-rumours
"Hostage-taker appeared 'extremely agitated,' said journalist at scene of Sydney siege: http://t.co/nuQ1l0njgm http://t.co/Xztgfqtx51",0.000,0.500,0.500,0.308925,0.0258,-0.6105,0.31260000000000004,0.087729406875,0.034,0.843,0.123,4,non-rumours
"Such powerful images of hostages escaping, those poor women. And the fear for those still trapped inside #Sydneysiege http://t.co/uv64bN7P8q",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
You know if we manage to turn the #SydneySiege into a positive force of community this man will have achieved the opposite of his intentions,0.647,0.294,0.059,0.37034117647058823,0.7635,-0.5423,0.4767,0.07676703418685123,0.261,0.699,0.040,17,non-rumours
Are you extending a friendly hand on public transport tonight? #illridewithyou is one good thing out of #sydneysiege at least,0.333,0.667,0.000,0.0172,0.0516,0.0,0.0,0.0005916799999999999,0.023,0.977,0.000,3,non-rumours
"In the past 2 hours there have been more than 40,000 mentions of #illridewithyou http://t.co/1nLr4EqqBn #sydneysiege http://t.co/X9Sb2fbGAy",0.619,0.190,0.190,0.3209714285714286,0.8591,-0.5267,0.296,0.06378730394557823,0.201,0.737,0.062,21,non-rumours
We love the #illridewithyou initiative. Spread #love and compassion. Thoughts are with all those affected. #sydney http://t.co/EK8UycpKDn,1.000,0.000,0.000,0.49365000000000003,0.5106,0.4767,0.49365000000000003,0.0002873025000000007,0.192,0.808,0.000,2,non-rumours
"This made me tear up, I am SO proud to be Australian. #NOWLETOURMATESGO #sydneysiege http://t.co/hFoTQs4Itl",0.667,0.167,0.167,0.5077888888888888,0.9313,-0.6249,0.61865,0.08083033432098767,0.336,0.595,0.069,18,non-rumours
Australians take to social media to support Muslim Australians http://t.co/zcDEvgFHkI #SydneySiege #illridewithyou http://t.co/Rk6scuwMSi,0.500,0.250,0.250,0.4285,0.9201,-0.8883,0.43095,0.09259781400000003,0.218,0.718,0.064,20,non-rumours
Shocked and disgusted about what's happening in Sydney... Those poor people trapped in that cafe.. #illridewithyou,0.250,0.167,0.583,0.35136666666666666,0.6369,-0.7906,0.2958,0.05728280888888889,0.114,0.697,0.190,12,non-rumours
More than 40 Australian Muslim groups have jointly condemned the #Sydneysiege http://t.co/zaaJmX7qYP http://t.co/FMea5hXP5u,0.227,0.273,0.500,0.2872954545454545,0.5719,-0.7845,0.30889999999999995,0.05129738225206611,0.082,0.752,0.166,22,non-rumours
Great to see those shitbags at the @dailytelegraph have completely misread to mood of Sydney and the nation. Completely out of touch,0.688,0.125,0.188,0.37253125,0.8328,-0.8402,0.34555,0.07586369839843747,0.148,0.758,0.094,16,non-rumours
"I'll be honest, the multi-faith prayer vigil is making me a little teary. #sydneysiege http://t.co/4eWj2PeTpn",0.536,0.250,0.214,0.34244642857142854,0.9169,-0.7478,0.3493,0.08186991677295917,0.221,0.672,0.106,28,non-rumours
Thinking of everyone in Sydney. Hope you all get home safe and sound xx #PrayForSydney,0.722,0.056,0.222,0.5359333333333334,0.9403,-0.5849,0.5418000000000001,0.060010063333333315,0.383,0.471,0.146,18,non-rumours
Female hostage appears to turn off the lights at the Lindt Cafe tonight. http://t.co/T6qUZxSrTe #sydneysiege http://t.co/p0p9TYLyeO,0.478,0.174,0.348,0.3740608695652174,0.9118,-0.8442,0.4201,0.06707551107750472,0.190,0.724,0.085,23,non-rumours
"Emergency Svcs continue to line the streets of central Sydney. No specific threat, but they're poised. #sydneysiege http://t.co/M65dQVTwHL",0.667,0.167,0.167,0.42950000000000005,0.8271,-0.6249,0.40080000000000005,0.06740744,0.285,0.664,0.051,12,non-rumours
My thoughts are with you Sydney ❤️,0.500,0.200,0.300,0.4669899999999999,0.802,-0.721,0.54785,0.08129959490000001,0.255,0.618,0.127,10,non-rumours
"Beautiful: As terror attack in Sydney is ongoing, ppl offer rides 2Muslims being abused on transport #illridewithyou http://t.co/1oF6kMv7ij",0.143,0.429,0.429,0.2642857142857143,0.6628,-0.5574,0.1531,0.07310750408163265,0.090,0.806,0.104,7,non-rumours
"Whoever you are, wherever you are, whatever you believe in: pray for Sydney, support humanity and join the movement #illridewithyou ❤️",0.857,0.143,0.000,0.5428857142857143,0.9131,0.0,0.5719,0.07769704979591836,0.480,0.520,0.000,7,non-rumours
"If anything positive can come from today’s events, it’s this: #illridewithyou campaign http://t.co/OrwRqzTeEy #sydneysiege",0.667,0.167,0.167,0.5208333333333334,0.8957,-0.34,0.4968,0.10423821888888891,0.251,0.693,0.057,6,non-rumours
"#illridewithyou is the best thing to come out of the #sydneysiege
http://t.co/4REoJBzPxD http://t.co/DIiAZNrALl",0.667,0.167,0.167,0.4483791666666667,0.8481,-0.91,0.47550000000000003,0.08205609164930554,0.182,0.762,0.056,24,non-rumours
"An Imam, a Rabbi and a priest have held a joint prayer session for the cafe hostages, at Lakemba Mosque #sydneysiege http://t.co/WrRuIeVd4m",0.379,0.310,0.310,0.3403965517241379,0.8176,-0.91,0.3182,0.08633575895362665,0.167,0.733,0.101,29,non-rumours
I'd love it if we never publicly identify this crazed #sydneysiege gunman. No name. No photo. No infamy. Just forever a nobody.,0.471,0.176,0.353,0.3571294117647059,0.7783,-0.8555,0.34,0.07619209384083046,0.171,0.708,0.121,17,non-rumours
Sydney siege: Australians use Twitter to counter Islamophobia - http://t.co/ROz2rrD4fa #illridewithyou http://t.co/jHRkpuEmas,0.000,0.333,0.667,0.32559999999999995,0.0,-0.6808,0.296,0.07768618666666666,0.067,0.707,0.226,3,non-rumours
Watch: Escaped hostages are helping police create 'peaceful outcome' for #Sydneysiege http://t.co/TzSlNsgTip http://t.co/0O3kEAf7Pt,0.667,0.000,0.333,0.5232333333333333,0.6705,-0.4588,0.4588,0.01090016222222222,0.433,0.456,0.111,3,non-rumours
Australians respond to #sydneysiege with #illridewithyou hashtag http://t.co/BR5qtAhlTp http://t.co/pmvs0rNAFF,0.300,0.400,0.300,0.36247,0.6369,-0.8934,0.38075000000000003,0.11023600609999998,0.171,0.645,0.184,10,non-rumours
Just went past 12 hours since this #sydneysiege started. We ALL just want to see everyone out safely. #7News,0.500,0.083,0.417,0.6062458333333334,0.891,-0.8807,0.72165,0.07084071248263889,0.217,0.646,0.137,24,non-rumours
Sydney siege has now hit the 12 hour mark – live with latest summary of events http://t.co/IHT3o6tvtR http://t.co/cXeBIKsp0r,0.429,0.143,0.429,0.3184857142857143,0.5719,-0.4588,0.34,0.03512072693877551,0.162,0.744,0.094,7,non-rumours
"I just found this and never have I ever seen such a thing. Sending all my love and support to Sydney.
#illridewithyou http://t.co/8zOBdjUYLs",1.000,0.000,0.000,0.618925,0.872,0.4019,0.6009,0.038045356875000005,0.371,0.618,0.011,4,non-rumours
"A kind lady named Mica drove me home after a cab that we shared from Sydney'sCBD wasn't able to drop me off all the way home
#illridewithyou",0.361,0.306,0.333,0.31935000000000013,0.9774,-0.7184,0.29569999999999996,0.08172986416666668,0.215,0.703,0.082,36,non-rumours
Just went past 12 hours since this #sydneysiege started. We are thinking of the hostages and their families at this time.,0.500,0.000,0.500,0.41915,0.296,-0.5423,0.41915,0.015165922500000002,0.110,0.423,0.467,2,non-rumours
'Sick' people are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eyaJ4G87g1,0.143,0.343,0.514,0.2389285714285714,0.4215,-0.872,0.2263,0.05805852146938775,0.064,0.739,0.197,35,non-rumours
The #sydneysiege has entered its 12th hour. Thoughts to the hostages and their loved ones. http://t.co/gJAQklf3a7 http://t.co/0E9m55ltOy,0.500,0.500,0.000,0.276375,0.8455,0.0,0.1909,0.08640630354166667,0.144,0.856,0.000,12,non-rumours
"As the #Sydneysiege drags on and bigotry flares up, Australians are saying #illridewithyou in solidarity with the Muslim community.",0.529,0.235,0.235,0.4359294117647059,0.9168,-0.5859,0.4168,0.08567231384083043,0.202,0.721,0.076,17,non-rumours
Thousands tweet declaring their solidarity with Muslims #IllRideWithYou #sydneysiege http://t.co/4REoJBzPxD http://t.co/zAQvgvzF9G,0.444,0.296,0.259,0.33639259259259263,0.8715,-0.7003,0.383,0.08121302068587105,0.133,0.760,0.107,27,non-rumours
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/SVLDF89kZq,0.400,0.286,0.314,0.39111714285714283,0.8225,-0.8271,0.4588,0.08337583342040815,0.145,0.779,0.076,35,non-rumours
"Sydney is a safe &amp; welcoming city, proud of its diversity. Great to see our best nature on show at a time like this. #illridewithyou",0.381,0.429,0.190,0.32199999999999995,0.8126,-0.8347,0.2732,0.10962010190476186,0.164,0.752,0.084,21,non-rumours
Channel 9 now showing footage of 9/11. You've gotta gotta gotta be kidding me. #sydneysiege,0.136,0.273,0.591,0.38765909090909095,0.6705,-0.8593,0.4853,0.07799623787190083,0.078,0.664,0.258,22,non-rumours
#IllRideWithYou: Australians show solidarity with Muslims amid the Sydney siege http://t.co/5hFgbIp2C3 http://t.co/czDCx7OdM4,0.556,0.222,0.222,0.4072888888888889,0.9153,-0.6258,0.43095,0.08554329320987653,0.175,0.752,0.073,18,non-rumours
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/ftQXVzjU5U,1.000,0.000,0.000,0.5361750000000001,0.6369,0.296,0.6059000000000001,0.019409301875000003,0.455,0.545,0.000,4,non-rumours
