tweet_text,reaction_text,tweet_type,reaction_num
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,why are you so angry,non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,Wowser. You can omit me from further shouting at the interwebs please. ;),non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,who are you ppl I didn't steal any of yo dam ugly art ppl don't buy of ya'll coz of ur attitude,non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"My apologies, She was blocked and reported the moment she threatened to steal my work.",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,I suggest other artists do the same.,non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"That may be if an artwork is included, incidentally, in a photo, however unauthorized reproduction is a federal offense.",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"By incidentally, I mean, by example, if it is hanging on a wall behind someone taking a selfie.",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"If said photo were isolated from context of the selfie, and reproduced, per se, that would be ---",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,--- a violation of copyright law. All this is codified in detail. You may need to protect your own work someday. I hope not,non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,Ah you are talking US copyright law. I know about UK copyright law - and law is seemingly quite different then.,non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"Still, International treaty obligations demand that US law, and British law, be mutually respected.",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"And again, I apologize for any distress that I may have inadvertently caused you.",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"On the other hand, description of the method Jack the ripper used to subdue his victims, is considered property of the ...",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"Times of London. This is something we yanks consider very odd. To us, news is public domain, but we still have to respect",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,British copyright law.,non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"Canaletto's paintings are consicered by US law to be old enough for public domain, however, if I were to reproduce",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"Canaletto from King George's collection, I would have to obtain permission from Her Royal Majesty, Queen Elizabeth,and",non-rumours,53
The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"attach a notification, to the image stating that I had done so.",non-rumours,53
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Nice One, Owen.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,I don't condone murder but also hate disrespect shown to religion by cartoons,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,take heart that most have done the opposite,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"IAMAHMED Merabet, French Police Officer murdered protecting Extremist Satirists from Extremist Muslims.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"shouldn't just be muslims though eh..“Those who can make you believe absurdities, can make you commit atrocities.” - Voltaire",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,the headline is pretty dodgy.  Why would Norway have given in to islamaphobia after a white dude killed a bunch of people?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Muslim fundamentalists and extreme-right activists are objective allies. Always have been. We must not give in to hatred.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,a white non muslim...,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"So, Owen, what's YOUR solution to this then? What does the world DO to STOP this happening again? Solutions,please - not words!",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Problem is that the people too ignorant to realise this just see 'Muslim' attacker &amp; attack Muslims back. Breivik wasn't Muslim,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,not words? What do you want - a diagram?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Solutions and answers are needed. Not words. You know what I mean!,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,I don't usually RT but solidarity! Some of the criticism in comments is spectacularly vile.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Oh wen! &amp; THEGUARDIAN is full of suckholes like u who love muslims &amp; find every softcock excuse for them being in GB,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,So are you going to hate your peaceful Muslim work mate for the actions of a few very angry people?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,": precisely, they want to drive a wedge between Muslims and non-Muslims. We must never allow that to happen",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"The West has ""interfered"" in Middle East and poked a huge nest of wasps. Probably deliberately as part of agenda to divide/rule",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Welcome to UK 2014! Stupidity is rife.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"says the descendant of immigrants who, unlike British Muslims, annihilated the indigenous population",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,& lt; --- Douchebag Alert,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Very Christian statement. I can hear Jesus saying that.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"ooh, Tony! what language!",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,bit of a weak religion that can't take satire. Loosen up.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,There is no such thing as an extremist satirist.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Haha you, sir, are an idiot.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Some of us have hardcock excuses for supporting Muslims, love. C'est la vie!",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Wow! Christian? I'm not sure Jesus would have been proud of Tony.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,you can't beat a bit of Queensland red neck tolerance,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Is he ukip?!,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,what a charmer you are,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,And you profess to be a Christian? May God forgive you,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Not Words?Bizarre.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,People must differentiate between attacking an ideology (FREEDOM) and attacking those who follow it,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Why does a man who lives in Australia care about Muslims being in the UK? DOUCHEOFTHEDAY,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"You don't even live in GB, sporty.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Satire of raped, pregnant, kidnapped Muslim girls begging for benefits is extreme...",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Can U ? No1 virtue for any Christian is to tell the truth. But u Brits don't know what is true anymore,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,You do realise that other religions are capable of such atrocities as well. Israel and the IRA for eg,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Actions speak louder than words. That is my point! Too much talking a good game and not enough playing! Clearer now?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,satire takes many forms. But it can't be 'extreme'.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Oh sorry! Forgot u dumbarse Brits are fragile to the realities of the world, but u idiots 'l accept muslims!",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Amazing.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,And depiction of a black politician as a monkey ?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Twitter is 140 characters so I substituted ""Extremist"" for ""Racist Inflammatory Incitement to Religious Hatred""",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,I do know he is an idiot. Could just be a troll.Ignore the trolls.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Stop Being Anti-Semantic,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Love your enemies. Pray for those who hurt you. (Compare and contrast),non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,I can only guess that yours must b very hard Keep rooting for ur peace living muzzies LOL!!,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"I don't think u could be sure of anything, let alone of what Jesus thinks LOL!",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Virtue do you know the meaning of the word .,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,C'mon surely u can do better than that!!!,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Thanks, but couldn't come close to the charm &amp; hospitality u Brits offer the soon to be masters of ur destiny. Viva Le Muslim",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Like Jesus I don't resile from telling TRUTH Maybe u sd look crap doctrines of unequivocal accept,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,LOOKESABITKIP,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,P.s. Quick heads up: Your view on no. 1 Christian virtue differs from Jesus'. (love God/neighbour),non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Maybe because I have more knowledge, understanding &amp; appreciation of ur history than you do",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,stop going into silly wars all across the middle east,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,So? Maybe I care enough 2give the ppl of what was once a gr8 nation a tap on shoulder &amp; say WAKE UP - ur losing GB,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Are you Tony Gibson or Christopher Marlowe?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,""" Oh so this psychopathic murderous lot is all the West's fault!OkayThat figures - not!MH + brain washed perhaps?",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"I think it's attitudes and views such as yours are a slight on your countrymen, grow up mate!",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Do u realise that Islam is the ONLY religion which exorts its followers 2violence. Xtians r 4bidden,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,are you confusing satire with insult?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"If we just ignore the terrorists, they'll probably go away.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,in my understanding  I'm no scholar…may I ask how many leading Islamic scholars have you spoken 2,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,And don't cast pearls before swine lest they tear u to pieces,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,i myself am a practicing muslim..went to a catholic school..have friends of different faith,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Have you ever read the Quran? It also forbids violence, extremists interpret it differently.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,seem to get along quite well..we have difference of opnions but get along well regardless,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,The Church of England has lost the virtues of Wisdom &amp; Prudence in Rowan Williams,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Mad as a brush. (lesser known apocryphal gospel),non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Forgiveness is No 1 Christian virtue.But then idiots like you and the French killers twist religion,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"But seriously, do you think Jesus was wrong to say love your enemies?",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Tommy u r a true detective. The former but blocked on ninemsn so had 2 b creative,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,That's quite a claim when you know next to nothing about me! Do you get much grief as an immigrant?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"As drawing can spark reaction, writing can prevent action on irrational generalisations: words=action",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"I speak what I know is true. It's gr8 2welcome strangers, but know more abt them before being uncondit",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,very convoluted way of saying you don't believe the pen is mightier than the sword.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Oh just thought it odd given your views you choose identity of a homosexual atheist,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,That's ok.There was a time when I thought it reasonable 2 conclude he wrote 4 Shakespe,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Well put. JESUISCHARLIE NOTINMYNAME,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Its got some legs as a theory still can't get my head around what I can only think ...,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,of as your very extremist Christian viewpoint,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Beg to differ. U guys r lost atm because u don't know how to discern truth from falsehood,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,U know that according 2ur faith u cannot have friends o/side of ur religion. Y not keep ur friends,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,and ditch islam? It only creates division &amp; hatred towards non-believers,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Rubbish! The qur'an is not set out chronologically, but from longer 2 shorter verses. The later",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,verses take precedence to the earlier &amp; are notably belligerent &amp; uncompromising to non-muslims,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Rowan Williams was a good leader Tony are you a follower of Christ .,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Rowan Williams was the most ignorant Primate of the Church of England since ThomCramner,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Islam is my identity ..if it wasn't for that i wouldn't be tolerant of you… ;P,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,It's prob ur identity from birth- if so then maybe more familial connection than pure islamic?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Islam demands that u see Mohammad as the template 4how u conduct ur life. He was an unsavory charac,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,u are beginning to sound like the extremists you profess to despise. Careful steps Tony,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,the IRA was a political group.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,i practice my faith by studying with scholars and sufi masters…do you practice your faith..,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,…with similar guidance from your priests.etc,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"I do my best, but in the end it's about being honest &amp; truthful. I see Mohammad as an impediment",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Thanks,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Course not, that's your job?",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,You didn't answer my question. Was Jesus right to think you should love your enemies?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,no it does not. Get ur facts right,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Islam didn't shoot the cartoonists, some idiots did. Don't conflate the group and individuals in it.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,for me there's always been a wedge ..we are a secular country don't like it f off we don't want your nonsense here .,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Major Muslim groups all over the world condemned the shootings.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,In the name of God. You forgot to mention this.,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"They are the facts, &amp; if ur muslim u know I speak the truth",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,You are entitled to your opinion…My Beloved Prophet Peace be Upon Him taught me to love,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Jesus Peace be Upon Him and to disrespect Jesus for me is a sin,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Oh my God!,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Moslem countries were minding their own business until Western corporate interests ""invaded"" &amp; millions died.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Yes, he did but he didn't command that u honour &amp; fall in with their ways",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"So, ur Mohammad was Good Man?",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,For me without a doubt…and so are you for respecting me and my beliefs as i respect you and…,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,… Your Beliefs… Lets Put in Differenti Aside and Be good Humans :),non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,U know he was a violent man &amp; beheaded 900 men of Banu Qurayza. How can u follow someone like that?,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,i also know an old Jewish woman throwing rubbish at him and he never retaliated…,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"…i also know that when he returned to Makkah, the people that had killed his friends and family were forgiven..",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,as for the statement you have stated..what is the chain of narration..give me the arabic..,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,…give me the history of this? etc..as i state I'm no scholar but will gladly direct the Q..and,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"he won't have that, he'll have read something somewhere written by someone that found a mis translation",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,… Get an ANSWER,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,i know…otherwise the 99.9 percent of the muslims would have agreed with the delusional rest,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,he is like the misguided muslims who research by reading books written by fools instead of,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,questioning scholars..studying the language and spending a life of reading,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"Exactly, both extremists and people who blame the whole religion are indoctrinated by the same means.",non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,Here u go  It's acknowledged in the hadith that he did this,non-rumours,197
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,hahaha…first of all this has been forwarded to a scholar..,non-rumours,197
